Label,H_mean,S_mean,V_mean
malakanin,34.62342554209184,103.70396205357143,151.09809470663265
malakanin,23.195471938775512,79.69997608418367,83.14341517857143
malakanin,22.825992506377553,68.51841517857143,69.40304129464286
malakanin,30.61686862244898,117.1918646364796,152.7863919005102
malakanin,22.108238998724488,69.52875876913265,87.21143574617346
malakanin,14.103914221938776,61.18084343112245,43.34693878
malakanin,24.830516581632654,132.22377232142858,113.51492745535714
malakanin,21.776945153061224,70.46938775510205,81.69929846938776
malakanin,26.340880102040817,116.26068239795919,146.15848214285714
malakanin,25.645248724489797,86.34269371811224,84.64180086096938
malakanin,46.06622688137755,150.3376913265306,150.12238919005102
malakanin,24.986248405612244,139.54059709821428,120.35915577168367
malakanin,35.08573820153061,95.49414063,64.72094228316327
malakanin,37.93999123086735,115.89835778061224,110.68716119260205
malakanin,21.632214604591837,71.84193638392857,80.37376434948979
malakanin,24.301299426020407,60.307397959183675,97.73286033163265
malakanin,21.40919961734694,76.90519371811224,80.02533083545919
malakanin,44.79703443877551,151.875,144.19473453443877
malakanin,26.489835778061224,94.21324936,96.95677216198979
malakanin,26.74868463010204,81.26169882015306,89.59654017857143
malakanin,19.783382493622447,121.98814174107143,109.67631935586735
malakanin,22.051558514030614,153.88811383928572,157.50101642219389
malakanin,36.501056281887756,164.87434231505102,131.05897241709184
malakanin,36.77381616709184,163.82065130739795,134.49880420918367
malakanin,25.715740593112244,89.61694834183673,93.62591677295919
malakanin,42.995814732142854,150.50789221938774,150.5989915497449
malakanin,21.741928411989797,140.23070790816325,126.46476403061224
malakanin,23.64485012755102,69.45157047193878,72.01422991071429
malakanin,35.635084502551024,166.2919323979592,131.1302415497449
malakanin,22.528140943877553,169.59203603316325,144.5995495854592
malakanin,20.295459980867346,51.72642299107143,54.916633450255105
malakanin,32.65955835459184,73.40230389030613,133.67889030612244
malakanin,21.241649394132654,87.58729272959184,39.26151945153061
malakanin,25.112185108418366,140.8369738520408,118.62569754464286
malakanin,28.162687340561224,93.16143176020408,107.16711176658163
malakanin,25.537209024234695,76.39190051020408,80.23288026
malakanin,18.930504623724488,65.50137515943878,61.163703762755105
malakanin,20.642020089285715,65.08462213010205,67.63496492346938
malakanin,34.90381855867347,149.5933912627551,134.93197943239795
malakanin,26.964345503826532,90.90898038903062,85.11110889668367
malakanin,36.668825733418366,159.7067721619898,131.61001275510205
malakanin,22.049087213010203,92.65927934,143.73397640306123
malakanin,35.48417570153061,109.85640545280613,142.4928651147959
malakanin,37.14604591836735,151.30713887117346,130.23102678571428
malakanin,19.181242028061224,77.80016342,46.958665497448976
malakanin,35.72255660076531,166.97504783163265,122.87023676658163
malakanin,23.18034518494898,98.04442362882654,66.57537468112245
malakanin,36.58882732780612,158.65212452168367,158.9861288265306
malakanin,36.848313934948976,168.69913903061226,148.5587930484694
malakanin,36.43052455357143,159.9286112882653,157.15377869897958
malakanin,34.47096221,162.3642578,125.38677853954081
malakanin,29.239955357142858,183.3990553252551,127.4658203
malakanin,30.990314094387756,114.95318478954081,152.74549585459184
malakanin,22.461216517857142,137.21536192602042,119.90192522321429
malakanin,18.517737563775512,56.502810108418366,66.45641342
malakanin,34.63091916454081,163.64953364158163,125.4010084502551
malakanin,35.765844228316325,172.50725446428572,117.97931281887755
malakanin,26.23369738520408,86.18285634566327,76.41629464285714
malakanin,42.95057397959184,143.9781568877551,152.4748684630102
malakanin,21.999302455357142,88.89706234056122,57.185526945153065
malakanin,27.94106744260204,133.21574059311226,75.11674904336735
malakanin,27.954619738520407,91.59173708545919,86.01988999
malakanin,20.254045758928573,122.99641262755102,109.37003746811224
malakanin,37.58514030612245,102.54719387755102,75.60857780612245
malakanin,47.24103156887755,147.7799744897959,168.01941167091837
malakanin,19.221799266581634,116.00131536989795,97.55705915178571
malakanin,19.828563456632654,72.07425860969387,68.47881457270408
malakanin,21.012635522959183,123.58015784438776,104.29284917091837
malakanin,35.10712292729592,147.2702487244898,133.24069276147958
malakanin,22.21388711734694,140.49051339285714,111.44343909438776
malakanin,24.459721779336736,68.64056521045919,92.28565449617346
malakanin,40.94136639030612,154.59679926658163,127.84600207270408
malakanin,18.711316167091837,127.1367188,84.72905373086735
malakanin,22.055943080357142,131.3055046237245,113.73236208545919
malakanin,31.391541772959183,71.09879225127551,138.83256935586735
malakanin,43.199198820153065,149.56228077168367,149.9827806122449
malakanin,27.945591517857142,94.40680803571429,107.74184869260205
malakanin,23.745695153061224,99.26630261479592,63.16372369260204
malakanin,25.69824219,162.04633689413265,99.35807955994898
malakanin,37.48030931122449,104.0033880739796,144.7704480229592
malakanin,21.583904655612244,73.42183514030613,71.54755261479592
malakanin,26.738978794642858,140.1095344387755,87.14447146045919
malakanin,22.787667410714285,149.8718710140306,107.1625677614796
malakanin,36.02501195790816,153.53902264030611,155.36686862244898
malakanin,21.28513632015306,132.4513313137755,94.24035395408163
malakanin,36.53481744260204,117.77959582270408,118.04840959821429
malakanin,19.226323341836736,122.8290019132653,86.48953683035714
malakanin,29.79817044005102,114.50813137755102,137.41378348214286
malakanin,18.43327487244898,68.26026387117346,70.58858816964286
malakanin,36.97767857142857,162.50701530612244,129.7531289859694
malakanin,28.58005819515306,93.94463488520408,101.93341438137755
malakanin,19.70930325255102,64.36989795918367,77.52718431122449
malakanin,17.82551419005102,54.93325494260204,65.10188137755102
malakanin,40.372090242346935,149.43118223852042,137.5333625637755
malakanin,27.839006696428573,138.72126116071428,79.79013871
malakanin,20.375139508928573,117.78280452806122,94.19545200892857
malakanin,20.352040816326532,124.78796635841837,83.77345742984694
malakanin,35.554607780612244,164.08924585459184,142.93989158163265
malakanin,25.886300223214285,89.19836176658163,70.75279017857143
malakanin,36.085658482142854,162.40262276785714,141.2460339604592
malakanin,25.846121651785715,63.562818877551024,101.99788743622449
malakanin,21.483179209183675,134.3378906,120.79432397959184
malakanin,35.13809390943877,123.54173309948979,149.48389668367346
malakanin,35.185965401785715,151.9836973852041,129.19088807397958
malakanin,27.549326371173468,137.04217155612244,80.64646444515306
malakanin,22.317621970663264,164.57716836734693,146.9422831632653
malakanin,33.48871970663265,108.06170280612245,123.72066326530613
malakanin,29.063038105867346,102.0298150510204,107.9449537627551
malakanin,21.35485092,143.8210897640306,85.11796476403062
malakanin,36.72747927295919,112.60640545280613,126.55701929209184
malakanin,23.306740274234695,148.6803053252551,142.29514110331633
malakanin,23.162607621173468,80.53511639030613,121.25904815051021
malakanin,22.76528619260204,141.61178651147958,125.49844547193878
malakanin,36.03033322704081,164.58775111607142,131.4205994897959
malakanin,17.654117506377553,62.24681122,70.64734135841837
malakanin,19.259008290816325,65.16902503188776,67.98602917729592
malakanin,35.58721301020408,167.19620934311226,113.15734614158163
malakanin,22.017000159438776,153.0299744897959,126.78545519770408
malakanin,36.603934151785715,159.81391501913265,151.8709343112245
malakanin,35.994359853316325,162.3711535395408,131.76436941964286
malakanin,24.367785395408163,75.07712850765306,89.31315768494898
malakanin,18.740493463010203,74.78611288265306,46.57134885204081
malakanin,19.22265625,65.99848533163265,71.79532047193878
malakanin,25.54326769770408,118.59016262755102,132.41348453443877
malakanin,20.31088568239796,63.54623724489796,61.37579719387755
malakanin,30.45539700255102,112.3057637117347,145.47658242984693
malakanin,22.243283641581634,132.95176977040816,123.2456353635204
malakanin,35.241569674744895,107.01727917729592,141.6549147002551
malakanin,25.650589923469386,87.21711575255102,100.50984534438776
malakanin,36.89393335459184,168.21745455994898,122.12055564413265
malakanin,36.59745695153061,167.4475247130102,122.75568000637755
malakanin,31.697803730867346,173.9639269770408,117.47630341198979
malakanin,38.037806919642854,116.13285235969387,101.35170200892857
malakanin,35.83007813,160.0715481505102,138.04565927933675
malakanin,37.094846141581634,165.67707669005102,135.6119459502551
malakanin,18.98435507015306,60.12916534,79.36985809948979
malakanin,24.011858258928573,136.2990872130102,114.33996332908163
malakanin,27.826650191326532,136.08143335459184,78.04725366709184
malakanin,27.507672991071427,64.28722895408163,108.12655452806122
malakanin,27.248565051020407,96.84040178571429,135.64024633290816
malakanin,34.68114237882653,119.94341916454081,141.74001514668367
malakanin,18.604292889030614,65.82794563137755,69.06798070790816
malakanin,36.33653539540816,112.09931042729592,142.03702965561226
malakanin,37.51851482780612,147.0823899872449,141.66262755102042
malakanin,27.04884805484694,96.25243144132654,138.7023477359694
malakanin,33.879803093112244,116.84980867346938,126.49461894132654
malakanin,24.913564253826532,118.53750797193878,142.1666932397959
malakanin,21.78091119260204,85.04713408801021,52.68963249362245
malakanin,21.852339764030614,156.48224250637756,167.8858019770408
malakanin,20.526506696428573,132.11758609693877,92.87077487244898
malauhog,27.49932238520408,122.52485251913265,59.80943080357143
malauhog,28.849430006377553,123.53960060586735,100.17458545918367
malauhog,10.000717474489797,23.794662786989797,27.751036352040817
malauhog,32.10361527423469,95.66902503188776,107.16948341836735
malauhog,30.574178890306122,90.27014908,54.999681122448976
malauhog,36.38887117346939,173.25199298469389,83.45477917729592
malauhog,46.35943478954081,143.35532924107142,146.6669922
malauhog,21.278858418367346,81.16617506377551,55.233677455357146
malauhog,28.13022161989796,164.20792809311226,123.82545440051021
malauhog,30.614158163265305,128.00456393494898,103.0473333864796
malauhog,30.710120376275512,126.14349489795919,97.23632813
malauhog,13.254105548469388,45.46195392219388,31.810387436224488
malauhog,34.48535156,93.32575334821429,120.82621173469387
malauhog,32.61465640943877,142.4910514987245,76.49081234056122
malauhog,6.638532366071429,28.77084661989796,15.710558832908163
malauhog,30.338687818877553,97.24846540178571,77.75462372448979
malauhog,35.57230548469388,178.1331712372449,73.47267617984694
malauhog,52.12908561862245,124.32407924107143,115.49974091198979
malauhog,25.27770249,91.47337372448979,37.591039540816325
malauhog,34.861886160714285,100.3875956632653,108.19622927295919
malauhog,30.18781887755102,156.70157047193877,68.52052774234694
malauhog,36.12408322704081,99.22785794005102,123.96454480229592
malauhog,36.800761320153065,142.9846340880102,80.27830038265306
malauhog,30.376853475765305,126.27228156887755,119.32057158801021
malauhog,21.748186383928573,82.37844786,55.52847975127551
malauhog,5.645448022959184,23.417071906887756,12.422991071428571
malauhog,42.98222257653061,149.55416932397958,142.16846699617346
malauhog,26.356405452806122,126.96366788903062,64.99039381377551
malauhog,22.600506218112244,88.62647480867346,72.82134885204081
malauhog,42.732063137755105,164.09656010841837,139.49884406887756
malauhog,18.746651785714285,74.65609056122449,55.42897003
malauhog,14.310686383928571,50.961894132653065,37.18405213647959
malauhog,19.401128029336736,50.89198022959184,35.96079799107143
malauhog,34.08254942602041,156.37478077168367,127.76456871811224
malauhog,10.946368781887756,54.42332987882653,31.84570313
malauhog,7.1958306760204085,29.931162308673468,15.58448262117347
malauhog,33.03956074617347,128.32999840561226,94.43476961096938
malauhog,34.886300223214285,131.22765864158163,69.69312021683673
malauhog,35.67161591,157.85491071428572,151.7987284757653
malauhog,38.83294802295919,138.64799904336735,121.49715003188776
malauhog,41.06449298469388,150.22981106505102,135.56560905612244
malauhog,34.21859056122449,123.8149115114796,105.31076610331633
malauhog,48.71334901147959,129.27622767857142,95.57204639668367
malauhog,46.52108577806123,151.3474968112245,138.6251992984694
malauhog,12.98907844387755,54.03413982780612,31.333944515306122
malauhog,10.540118781887756,53.45258689413265,31.814552774234695
malauhog,41.92528300382653,156.46243223852042,134.64148198341837
malauhog,9.659219547193878,23.77537069515306,26.04069674744898
malauhog,28.68520806760204,101.86308195153062,47.249780771683675
malauhog,30.25127551020408,181.67016103316325,121.94880022321429
malauhog,36.769172512755105,124.99447943239795,110.51867426658163
malauhog,36.374720982142854,159.00829081632654,145.74641262755102
malauhog,35.70107222576531,125.16483976403062,81.32922114158163
malauhog,36.43690210459184,160.07860331632654,148.6345065369898
malauhog,35.293586575255105,101.8286431760204,107.74340322066327
malauhog,32.58179209183673,93.83876754,55.59673947704081
malauhog,11.551996970663266,54.31756218112245,16.13378906
malauhog,9.454021843112244,34.81495137117347,19.614477040816325
malauhog,15.35626594387755,53.34711814413265,37.62739158163265
malauhog,36.18110251913265,138.29139429209184,116.25430484693878
malauhog,33.460857780612244,128.9475247130102,78.15830277
malauhog,27.084761639030614,107.21853077168367,97.67073899872449
malauhog,26.785375478316325,86.42454559948979,95.54304846938776
malauhog,30.938675860969386,176.49754862882654,116.8721699617347
malauhog,22.967315051020407,64.34408880739795,87.57274394132654
malauhog,34.495814732142854,164.01636240433675,65.65222417091837
malauhog,32.04526068239796,134.50918765943877,122.8174824617347
malauhog,33.01434948979592,176.6051698022959,149.17703683035714
malauhog,18.296715561224488,64.42402742346938,48.08007813
